16793	6404	1
16793	5311	1
16793	1410	1
16793	10127	1
16205	18954	3
16205	13300	2
16205	12828	1
16205	162	1
16205	6845	1
16205	13274	2
18954	1067	2
18954	3221	3
18954	6952	2
18954	1209	4
18954	18908	4
18954	712	1
18954	14317	3
18954	14604	2
18954	12419	2
18954	10957	6
18954	76	1
18954	2133	1
18954	17414	26
18954	20138	4
18954	20776	7
18954	20703	1
18954	6228	1
18954	20609	4
18954	19414	1
18954	20841	1
18954	10485	1
18954	4164	1
18954	15849	1
18954	18138	1
18954	17897	1
18954	7934	1
18954	11351	1
18954	5030	16
18954	14119	1
18954	2210	3
18954	16224	2
18954	19571	1
18954	6584	1
18954	13826	1
18954	2266	1
18954	2261	1
18954	13679	1
18954	10949	2
18954	2558	5
18954	8745	1
18954	1905	2
18954	18373	8
18954	16546	1
18954	13707	1
18954	4487	1
18954	7675	3
18954	359	4
18954	6323	1
18954	3379	1
18954	15738	1
18954	17302	2
18954	15900	153
18954	5897	10
18954	2740	1
18954	12004	1
18954	2380	2
18954	3346	1
18954	16746	1
18954	10741	14
18954	10435	3
18954	6734	14
18954	2137	6
18954	13379	1
18954	7609	2
18954	17012	1
18954	7819	16
18954	8470	1
18954	19551	3
18954	12492	2
18954	5021	9
18954	3339	2
18954	18103	8
18954	8252	1
18954	11638	1
18954	16422	1
18954	15828	6
18954	18773	2
18954	18761	1
18954	10900	1
18954	10773	1
18954	4440	22
18954	2179	1
18954	7151	2
18954	20261	3
18954	5384	1
18954	7036	2
18954	13537	1
18954	15660	16
18954	19964	8
18954	16082	1
18954	14242	1
18954	5920	2
18954	1683	18
18954	9268	1
18954	19527	5
18954	1127	10
18954	20170	1
18954	11897	2
18954	3640	1
18954	16679	2
18954	13589	2
18954	4022	2
18954	8688	12
18954	2545	1
18954	8830	1
18954	297	2
18954	1752	1
18954	1694	1
18954	9640	1
18954	14767	3
18954	7529	1
18954	10408	1
18954	11624	2
18954	6299	3
18954	7832	1
18954	2021	2
18954	3075	6
18954	19099	1
18954	6253	1
18954	1213	1
18954	15846	1
18954	16886	1
18954	18831	14
18954	19299	1
18954	3719	10
18954	2207	2
18954	20621	1
18954	17906	6
18954	7360	1
18954	14458	4
18954	6504	1
18954	15225	2
18954	16811	13
18954	18610	18
18954	10968	1
18954	11551	2
18954	10864	1
18954	6148	1
18954	13922	2
18954	3790	1
18954	6992	1
18954	91	8
18954	569	10
18954	16492	2
18954	9646	2
18954	6845	6
18954	13653	1
18954	18876	1
18954	12159	2
18954	10599	3
18954	8687	21
18954	14380	1
18954	4199	1
18954	4683	1
18954	10374	2
18954	17344	2
18954	7220	1
18954	13077	7
18954	3878	2
18954	2159	2
18954	1083	4
18954	13205	6
18954	6758	1
18954	15467	5
18954	16864	2
18954	20914	1
18954	12105	2
18954	948	1
18954	20773	6
18954	8055	1
18954	477	3
18954	10085	1
18954	11735	1
18954	3365	1
18954	9378	1
18954	16867	1
18954	19261	1
18954	3108	1
18954	17408	2
18954	2556	1
18954	4565	1
18954	5473	6
18954	9604	1
18954	18561	2
18954	6784	1
18954	13074	1
18954	11905	13
18954	9044	2
18954	1685	1
18954	10604	1
18954	15763	2
18954	12506	1
18954	12565	1
18954	5079	1
18954	19523	3
18954	21024	2
18954	5889	1
18954	18948	1
18954	7284	2
18954	2144	1
18954	20919	3
18954	11858	1
18954	20680	1
18954	3035	1
18954	17828	1
18954	16384	1
18954	5181	2
18954	2142	1
18954	6994	2
18954	14011	2
18954	8590	2
18954	18652	1
7037	10140	2
7037	6903	1
7037	20703	8
7037	19265	1
7037	15231	1
7037	7693	1
7037	19766	3
7037	16048	2
7037	20199	1
13351	351	1
11946	12419	3
11946	6858	3
11946	2261	1
11946	9570	1
11946	5854	3
11946	19079	1
11946	1752	1
11946	16811	1
11946	17491	1
11946	14822	2
11946	20244	1
2409	6812	1
2409	11121	1
16472	1752	1
9171	5130	1
9171	6156	1
9171	9415	1
9171	12833	1
9171	3525	2
9171	20014	1
9171	808	1
9171	13496	1
9171	9810	2
9171	12311	1
9171	14298	1
6404	17301	5
6483	10882	1
6483	20147	1
2613	10256	7
2613	14844	1
2613	17502	1
2613	19795	3
10256	13654	1
10256	3768	1
10256	18359	3
8754	12880	1
8754	10408	1
14015	10087	1
14015	12387	1
1067	8252	1
96	20620	1
96	5832	1
96	9651	1
3221	1547	2
3221	5832	16
3221	7150	1
3221	12266	1
3221	13653	43
3221	9687	2
3221	3365	1
6952	9109	2
6952	12508	2
11355	12350	1
11660	14902	5
11660	7414	8
11660	5343	4
11660	12918	4
11953	15123	3
1209	17729	1
13600	5832	1
13600	10087	1
13600	10945	2
13600	4022	1
13600	1190	1
13600	20811	1
13600	6690	3
13600	9687	2
13600	2849	1
13600	15860	1
13600	19147	1
5711	12554	1
5711	16224	1
5711	10949	1
5711	5384	1
5711	19945	13
5711	3790	6
5711	416	20
5711	9081	2
18908	16804	3
18908	19447	1
18908	12419	2
18908	10957	3
18908	2133	4
18908	17414	2
18908	3853	2
18908	20609	1
18908	9238	2
18908	19414	3
18908	5030	4
18908	2210	2
18908	3929	1
18908	8745	1
18908	6190	1
18908	20205	1
18908	18682	1
18908	3346	1
18908	16746	1
18908	10105	1
18908	15279	2
18908	206	1
18908	20077	1
18908	14450	6
18908	2083	1
18908	8252	2
18908	18773	1
18908	10773	1
18908	19038	1
18908	20261	1
18908	5799	1
18908	1127	2
18908	11897	8
18908	3640	1
18908	1752	4
18908	19438	1
18908	486	1
18908	8946	1
18908	18831	1
18908	1188	1
18908	8471	4
18908	4863	3
18908	7693	1
18908	12871	2
18908	13726	3
18908	15690	2
18908	19971	2
18908	10097	1
18908	6466	1
18908	2640	4
18908	10734	2
18908	14744	1
18908	14380	1
18908	11793	1
18908	15431	1
18908	13188	1
18908	6113	1
18908	16775	1
18908	14663	1
18908	9920	1
18908	2405	1
18908	19519	1
18908	4254	1
18908	2801	2
18908	7356	1
18908	7297	1
18908	10468	1
18908	5481	1
18908	10370	1
18908	13599	1
18908	21107	1
18908	15589	1
18908	12746	8
18908	10781	1
18908	10650	1
18908	95	1
18908	20871	1
18908	11044	1
18908	17437	1
18908	10749	1
18908	19664	2
18908	11647	1
18908	10909	1
18908	18072	1
18908	347	2
18908	707	1
18908	7349	1
18908	3415	2
18908	16375	2
18908	12063	1
18908	19198	1
18908	8606	1
18908	16620	1
18908	17647	1
18908	5891	1
18908	12186	1
18908	10489	1
18908	7463	1
18908	13068	1
18908	8265	1
18908	19423	1
18908	19294	1
18908	13313	1
18908	6717	1
18908	20672	1
18908	17249	1
18908	1907	1
18908	878	1
18908	208	1
18908	8758	1
18908	8393	1
18908	16061	1
18908	6999	1
18908	577	1
18908	3871	1
18908	5207	1
18908	18304	5
712	19447	2
712	3674	1
712	12419	1
712	5030	1
712	11897	1
712	10728	1
712	15225	1
712	16037	1
712	10097	12
712	7297	3
712	5481	1
712	3324	1
20718	19924	1
20718	17897	1
20718	11351	1
20718	1905	1
20718	5878	4
20718	17302	4
20718	12833	1
20718	12933	1
20718	875	1
20718	15636	1
20718	91	1
20718	9646	2
20718	3363	1
12228	17693	1
12228	16631	1
12228	8561	1
12228	18752	2
12228	13692	1
12228	2475	3
12228	16073	1
12228	10212	1
8480	2266	1
8480	1741	1
8480	19299	2
13714	7434	3
13714	6038	3
13714	18654	1
13714	1631	1
13714	884	2
20399	6915	1
3053	19964	2
20956	6915	1
20956	20384	1
20956	5033	1
15469	2261	1
15469	13496	1
6972	5156	1
6972	20186	2
4938	7675	1
2539	6903	1
2539	15464	2
14317	1113	3
14317	2179	1
14317	10882	1
14317	20147	1
14317	11123	1
10255	6931	1
10255	9359	7
10255	18006	1
10255	11897	1
10255	11925	1
10255	13567	1
19134	3365	1
8767	16804	1
8767	6812	1
8767	20514	2
8767	2021	1
8767	14613	1
2988	6858	3
11829	2573	1
11829	9400	2
11829	2210	3
11829	17166	1
11829	20859	1
11829	14111	2
11829	5375	1
11829	6815	3
11829	1353	1
15001	4487	1
15001	15900	4
15001	5403	1
5244	1646	1
5244	4047	1
5244	9570	1
5244	18752	1
5244	10773	2
5244	20514	1
5244	12737	8
5244	20388	2
5244	14613	1
5244	10925	1
518	10485	1
518	11351	1
518	91	1
518	9884	1
518	7417	1
18179	3821	1
18179	6512	1
18179	419	2
8197	14437	1
8197	14437	1
11910	4569	6
11910	6566	1
3861	2686	1
3861	19974	1
3861	18826	2
3861	7819	1
3861	8470	3
3861	2502	2
3861	13693	2
3861	12373	1
3861	4120	8
3861	4733	4
3861	11123	1
3861	6788	1
3861	11519	1
3861	15200	5
3861	19953	1
3861	11454	1
3861	2090	1
3213	5839	1
3213	8105	1
5601	6253	1
9780	1079	1
9780	12419	4
12401	3365	4
16459	18049	3
16459	15421	3
16231	21034	3
16231	15585	1
16231	739	3
18730	16804	1
18730	20514	2
18730	12815	1
4521	4616	4
4521	13927	5
4521	15315	8
4521	20193	1
4521	16017	1
15062	16804	1
15062	11121	5
19617	21034	1
19617	4506	1
19617	14840	1
2999	11807	1
2999	11986	1
4150	19265	1
4150	17508	2
17000	2210	2
17000	14111	2
17000	3270	2
9557	2266	1
9557	11922	1
9557	15690	1
9557	9687	1
11184	1190	14
11184	3075	1
1079	12419	16
1079	14037	1
1079	15036	1
1079	5030	1
1079	4047	2
1079	6397	2
1079	8561	5
1079	5832	1
1079	20610	1
1079	4550	5
1079	2104	1
1079	10773	3
1079	2179	1
1079	13675	1
1079	7036	3
1079	2605	1
1079	11897	2
1079	8468	1
1079	12737	5
1079	10025	1
1079	11793	1
1079	8749	1
1079	14440	2
1079	20505	3
1079	16775	3
1079	18536	1
1079	7998	1
1079	17840	3
1079	10453	1
1079	3365	2
1079	12763	1
1079	18033	1
3014	8400	1
3014	4550	1
8380	20859	2
8380	611	1
5130	20936	1
5130	7641	1
5130	13927	3
5130	351	1
5130	12034	1
5130	13288	4
5130	10037	2
5130	1034	1
5130	11897	1
5130	6253	1
5130	15315	4
5130	16403	1
5130	19683	2
5130	7635	1
5130	8637	1
5130	19320	1
5130	8479	1
5130	20836	1
5130	15048	1
5130	6252	1
3898	10952	12
3898	18049	2
3898	15036	1
3898	4970	1
3898	13759	3
3898	8561	2
3898	13379	1
3898	17806	1
3898	7036	5
3898	11897	3
3898	20403	2
3898	15103	1
3898	8672	1
3898	12695	2
3898	12737	13
3898	14458	1
3898	3563	2
3898	8749	1
3898	20254	1
930	19730	1
930	16312	2
930	13291	1
930	13798	1
930	9323	1
930	10508	1
930	7306	1
10193	16804	1
10193	19924	3
10193	11351	5
10193	8561	1
10193	17506	1
10193	17302	8
10193	12833	3
10193	14111	1
10193	6607	1
10193	11273	1
10193	16466	1
10193	15660	1
10193	12933	3
10193	8454	1
10193	875	3
10193	12737	1
10193	91	3
10193	4415	1
10193	14402	1
11852	2261	1
11852	10172	1
11852	2433	1
4424	13300	1
4424	13274	2
13593	11295	1
13593	16045	2
13593	2380	3
13593	19768	4
13593	1127	3
13593	16781	1
13593	16477	1
13593	3790	2
13593	13299	1
13593	9651	1
13593	14222	1
13593	20554	1
18278	16585	1
18278	6812	1
18278	20514	1
18278	12815	1
18278	11121	6
18278	16742	1
18278	14458	1
18278	20325	1
16804	12419	6
16804	5221	2
16804	19974	1
16804	17414	1
16804	1646	1
16804	19924	2
16804	17059	1
16804	9839	1
16804	7641	1
16804	16585	1
16804	4950	1
16804	12833	2
16804	18682	6
16804	6812	1
16804	2380	6
16804	6734	1
16804	15421	2
16804	10087	1
16804	19551	1
16804	7839	1
16804	13548	1
16804	1127	3
16804	11121	4
16804	11145	1
16804	19385	2
16804	12387	1
16804	4541	1
