Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Molecular_Function_2018	phospholipid scramblase activity (GO:0017128)	1/7	0.0385532386509138	0.8081296912402507	0.011103769530461716	0.22091870869332572	-5.389208909712719	17.545729205987698	TMEM256-PLSCR3
GO_Molecular_Function_2018	mRNA methyltransferase activity (GO:0008174)	1/8	0.043939225610361066	0.8081296912402507	0.012483584624819358	0.22091870869332572	-3.8644917184111613	12.076335032603644	CMTR2
GO_Molecular_Function_2018	O-methyltransferase activity (GO:0008171)	1/15	0.08081296912402507	0.8081296912402507	0.022091870869332574	0.22091870869332572	-2.4811439010064285	6.241609804842003	CMTR2
GO_Molecular_Function_2018	carbohydrate kinase activity (GO:0019200)	1/14	0.07563288723026115	0.8081296912402507	0.02072464524303427	0.22091870869332572	-2.365606058362563	6.107673295596279	POMK
GO_Molecular_Function_2018	bitter taste receptor activity (GO:0033038)	1/26	0.13592939862150533	0.8450815406618092	0.03701371120104762	0.23813104231641652	-2.0844739797034384	4.1598172459469716	TAS2R38
GO_Molecular_Function_2018	taste receptor activity (GO:0008527)	1/32	0.16459901719852382	0.8450815406618092	0.045062656421620814	0.23813104231641652	-1.8660737341687612	3.3668504007087487	TAS2R38
GO_Molecular_Function_2018	phospholipid transporter activity (GO:0005548)	1/49	0.240809748803766	0.8450815406618092	0.06752684300213747	0.23813104231641652	-2.2616585562200897	3.2200320299774634	TMEM256-PLSCR3
GO_Molecular_Function_2018	cyclin-dependent protein kinase activity (GO:0097472)	1/35	0.17857824222042906	0.8450815406618092	0.0490634361174971	0.23813104231641652	-1.8274217864337703	3.1481514870832057	CDK15
GO_Molecular_Function_2018	cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	1/34	0.17394445372984405	0.8450815406618092	0.04773159219176921	0.23813104231641652	-1.7865342056301683	3.1246827381736155	CDK15
GO_Molecular_Function_2018	tRNA binding (GO:0000049)	1/39	0.19685718574149297	0.8450815406618092	0.054373368675971645	0.23813104231641652	-1.7125702276318695	2.783400588472655	SLFN13
GO_Molecular_Function_2018	GDP binding (GO:0019003)	1/52	0.2535244621985429	0.8450815406618092	0.07143931269492497	0.23813104231641652	-1.9619887737963373	2.6924273113153268	RAB12
GO_Molecular_Function_2018	immunoglobulin receptor binding (GO:0034987)	1/82	0.36961734332790364	0.9583181417093206	0.10972660753851414	0.3135045929671831	-2.318892675031319	2.307963770323236	IGHV4-39
GO_Molecular_Function_2018	Rab guanyl-nucleotide exchange factor activity (GO:0017112)	1/52	0.2535244621985429	0.8450815406618092	0.07143931269492497	0.23813104231641652	-1.5082571160303773	2.0697736429084244	RIC1
GO_Molecular_Function_2018	calcium ion transmembrane transporter activity (GO:0015085)	1/78	0.35523888645433316	0.9583181417093206	0.10470856565122559	0.3135045929671831	-1.6235173232488287	1.6802832756254724	PKD1L1
GO_Molecular_Function_2018	calcium channel activity (GO:0005262)	1/94	0.41087334144597726	0.9583181417093206	0.12462298760720203	0.33232796695253874	-1.825853566015381	1.6240424892576368	PKD1L1
GO_Molecular_Function_2018	cation channel activity (GO:0005261)	1/147	0.5633180192569633	0.9583181417093206	0.18766361620386696	0.4170302582308154	-1.5752228051657835	0.9040376084676204	PKD1L1
GO_Molecular_Function_2018	guanyl ribonucleotide binding (GO:0032561)	1/171	0.6187910115639564	0.9583181417093206	0.21478721830706768	0.4229770018875502	-1.813001328900921	0.8702183125382909	RAB12
GO_Molecular_Function_2018	Rab GTPase binding (GO:0017137)	1/131	0.5219643264284142	0.9583181417093206	0.1690958915600128	0.3978726860235593	-1.2980102975357113	0.8439092266310741	RIC1
GO_Molecular_Function_2018	sequence-specific double-stranded DNA binding (GO:1990837)	1/113	0.470788454501668	0.9583181417093206	0.14773189375199672	0.36932973437999184	-1.06513067024637	0.802412384766417	DUX4L9
GO_Molecular_Function_2018	Ras GTPase binding (GO:0017016)	1/185	0.6478626132439324	0.9583181417093206	0.2302147872803335	0.4229770018875502	-1.657688095218919	0.7195636482172505	RIC1
GO_Molecular_Function_2018	purine ribonucleoside binding (GO:0032550)	1/160	0.5942909794516646	0.9583181417093206	0.2024627138395329	0.4229770018875502	-1.1553297659755497	0.6012176841859584	RAB12
GO_Molecular_Function_2018	serine-type peptidase activity (GO:0008236)	1/221	0.7129142363689759	0.9583181417093206	0.26859097449458325	0.42398985069786765	-1.6361793082726028	0.5536735085615438	IGHV4-39
GO_Molecular_Function_2018	GTPase activator activity (GO:0005096)	1/250	0.756532681469541	0.9583181417093206	0.2981928886009743	0.42398985069786765	-1.836348821576584	0.5123588506417658	ADGRB3
GO_Molecular_Function_2018	serine-type endopeptidase activity (GO:0004252)	1/197	0.6710247095078813	0.9583181417093206	0.24321177608534122	0.4229770018875502	-1.2549887070721075	0.5006768885186931	IGHV4-39
GO_Molecular_Function_2018	microtubule binding (GO:0008017)	1/196	0.6691536333645153	0.9583181417093206	0.24213660190647435	0.4229770018875502	-1.0189172358622467	0.4093414395165109	MAP10
GO_Molecular_Function_2018	kinase activity (GO:0016301)	1/281	0.795912162736266	0.9583181417093206	0.32859213429084716	0.42398985069786765	-1.5446034119194372	0.3525811337091413	POMK
GO_Molecular_Function_2018	GTPase regulator activity (GO:0030695)	1/276	0.7900171008117008	0.9583181417093206	0.32377401358577884	0.42398985069786765	-1.4775662210464988	0.3482633736225	ADGRB3
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	1/223	0.716156400043915	0.9583181417093206	0.27066948584685446	0.42398985069786765	-1.0126051129702989	0.3380650014797388	RAB12
GO_Molecular_Function_2018	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	1/255	0.7633588882535164	0.9583181417093206	0.30318172297793333	0.42398985069786765	-1.1841645332691932	0.31975638884756863	POMK
GO_Molecular_Function_2018	tubulin binding (GO:0015631)	1/256	0.764701192848281	0.9583181417093206	0.3041754917948582	0.42398985069786765	-0.9975275576475284	0.2676068366384297	MAP10
GO_Molecular_Function_2018	G-protein coupled receptor activity (GO:0004930)	1/268	0.7802320908257127	0.9583181417093206	0.3159975438590522	0.42398985069786765	-0.945544368296742	0.23464993193378395	ADGRB2
GO_Molecular_Function_2018	transcription regulatory region sequence-specific DNA binding (GO:0000976)	1/293	0.8093995334955618	0.9583181417093206	0.34002463863145527	0.4250307982893191	-1.0092375279273762	0.2134160147834998	DUX4L9
GO_Molecular_Function_2018	endopeptidase activity (GO:0004175)	1/355	0.8662111735314446	0.9583181417093206	0.39624181389691343	0.47245334789505317	-1.1968406254324049	0.171898090891344	IGHV4-39
GO_Molecular_Function_2018	transcription regulatory region DNA binding (GO:0044212)	1/375	0.8806742748541045	0.9583181417093206	0.4133966794081717	0.47245334789505317	-1.1882548063669394	0.1509885004508875	DUX4L9
GO_Molecular_Function_2018	protein serine/threonine kinase activity (GO:0004674)	1/369	0.8765062039007362	0.9583181417093206	0.40829881336840734	0.47245334789505317	-1.1424568910176962	0.15058895261448824	CDK15
GO_Molecular_Function_2018	kinase binding (GO:0019900)	1/419	0.9072644128284355	0.9583181417093206	0.44954206143099257	0.4782168091605116	-1.3887868536324224	0.1351586069221833	TNS2
GO_Molecular_Function_2018	nucleoside-triphosphatase activity (GO:0017111)	1/425	0.9104022346238536	0.9583181417093206	0.4543059687024858	0.4782168091605116	-1.0529655573419705	0.09884057230801516	RAB12
GO_Molecular_Function_2018	ubiquitin-protein transferase activity (GO:0004842)	1/418	0.9067309569433308	0.9583181417093206	0.44874429631607204	0.4782168091605116	-0.9797633529311864	0.09592814243432016	FBXW10
GO_Molecular_Function_2018	protein kinase activity (GO:0004672)	1/514	0.9462957364739103	0.9705597297168311	0.5205844077236723	0.5339327258704328	-0.9719301101720976	0.0536506790730257	CDK15
GO_Molecular_Function_2018	RNA binding (GO:0003723)	1/1388	0.9996900038257208	0.9996900038257208	0.8732831827875451	0.8732831827875451	-1.1705677337114229	0.00036292777520203416	SLFN13
